frame_id,timestamp_mmwave,x,y,z,velocity,range,azimuth,elevation,snr,noise,timestamp_dist,box1_distance,box2_distance,box3_distance,box4_distance,box5_distance,box1_active,box2_active,box3_active,box4_active,box5_active,timestamp,loop_id
7,2025-05-15 12:31:31.048348,0.193205177783966,0.4151179194450378,0.0,0.1207257881760597,0.4578767604573427,24.958323468207112,0.0,245,423,2025-05-15 12:31:30.976532,87.0,214.0,181.0,192.0,215.0,1,0,0,0,0,2025-05-15 12:31:31.048348,1
7,2025-05-15 12:31:31.048348,0.2093055993318557,0.4497110843658447,0.0,0.1207257881760597,0.4960331574735415,24.95832218580271,0.0,321,414,2025-05-15 12:31:30.976532,87.0,214.0,181.0,192.0,215.0,1,0,0,0,0,2025-05-15 12:31:31.048348,1
7,2025-05-15 12:31:31.048348,0.2070055454969406,0.4084113538265228,0.0,-0.2414515763521194,0.4578767626784517,26.878422230595355,0.0,229,421,2025-05-15 12:31:30.976532,87.0,214.0,181.0,192.0,215.0,1,0,0,0,0,2025-05-15 12:31:31.048348,1
7,2025-05-15 12:31:31.048348,0.2392064034938812,0.4345448315143585,0.0,-0.2414515763521194,0.4960331783946712,28.831718536798917,0.0,275,429,2025-05-15 12:31:30.976532,87.0,214.0,181.0,192.0,215.0,1,0,0,0,0,2025-05-15 12:31:31.048348,1
7,2025-05-15 12:31:31.048348,0.2070055454969406,0.4084113538265228,0.0,-0.1207257881760597,0.4578767626784517,26.878422230595355,0.0,315,422,2025-05-15 12:31:30.976532,87.0,214.0,181.0,192.0,215.0,1,0,0,0,0,2025-05-15 12:31:31.048348,1
7,2025-05-15 12:31:31.048348,0.2242560088634491,0.4424456357955932,0.0,-0.1207257881760597,0.4960331623449486,26.878422228841192,0.0,366,425,2025-05-15 12:31:30.976532,87.0,214.0,181.0,192.0,215.0,1,0,0,0,0,2025-05-15 12:31:31.048348,1
8,2025-05-15 12:31:31.148340,0.2208059132099151,0.4011182785034179,0.0,0.1207257881760597,0.4578767570624328,28.831720448167204,0.0,320,419,2025-05-15 12:31:31.070966,85.0,211.0,181.0,193.0,211.0,1,0,0,0,0,2025-05-15 12:31:31.148340,1
8,2025-05-15 12:31:31.148340,0.2392064034938812,0.4345448315143585,0.0,0.1207257881760597,0.4960331783946712,28.831718536798917,0.0,404,418,2025-05-15 12:31:31.070966,85.0,211.0,181.0,193.0,211.0,1,0,0,0,0,2025-05-15 12:31:31.148340,1
8,2025-05-15 12:31:31.148340,0.2070055454969406,0.4084113538265228,0.0,0.2414515763521194,0.4578767626784517,26.878422230595355,0.0,221,433,2025-05-15 12:31:31.070966,85.0,211.0,181.0,193.0,211.0,1,0,0,0,0,2025-05-15 12:31:31.148340,1
8,2025-05-15 12:31:31.148340,0.2392064034938812,0.4345448315143585,0.0,0.2414515763521194,0.4960331783946712,28.831718536798917,0.0,302,437,2025-05-15 12:31:31.070966,85.0,211.0,181.0,193.0,211.0,1,0,0,0,0,2025-05-15 12:31:31.148340,1
8,2025-05-15 12:31:31.148340,0.2208059132099151,0.4011182785034179,0.0,-0.1207257881760597,0.4578767570624328,28.831720448167204,0.0,245,418,2025-05-15 12:31:31.070966,85.0,211.0,181.0,193.0,211.0,1,0,0,0,0,2025-05-15 12:31:31.148340,1
8,2025-05-15 12:31:31.148340,0.2392064034938812,0.4345448315143585,0.0,-0.1207257881760597,0.4960331783946712,28.831718536798917,0.0,322,423,2025-05-15 12:31:31.070966,85.0,211.0,181.0,193.0,211.0,1,0,0,0,0,2025-05-15 12:31:31.148340,1
9,2025-05-15 12:31:31.247716,0.1518040746450424,0.4319799244403839,0.0,0.1207257881760597,0.4578767652964686,19.362222443340556,0.0,221,429,2025-05-15 12:31:31.166026,91.0,216.0,183.0,194.0,211.0,1,0,0,0,0,2025-05-15 12:31:31.247716,1
9,2025-05-15 12:31:31.247716,0.1345535963773727,0.4774350523948669,0.0,0.1207257881760597,0.4960331637636482,15.73921481013017,0.0,288,426,2025-05-15 12:31:31.166026,91.0,216.0,183.0,194.0,211.0,1,0,0,0,0,2025-05-15 12:31:31.247716,1
9,2025-05-15 12:31:31.247716,0.2990080118179321,0.3957816362380981,0.0,0.1207257881760597,0.4960331588861967,37.0705848334972,0.0,288,426,2025-05-15 12:31:31.166026,91.0,216.0,183.0,194.0,211.0,1,0,0,0,0,2025-05-15 12:31:31.247716,1
9,2025-05-15 12:31:31.247716,0.1345535963773727,0.4774350523948669,0.0,-0.1207257881760597,0.4960331637636482,15.73921481013017,0.0,213,419,2025-05-15 12:31:31.166026,91.0,216.0,183.0,194.0,211.0,1,0,0,0,0,2025-05-15 12:31:31.247716,1
